job_title,company_name,location,summary
Data Analyst- COVID 19 Response (Contract),Brilliant Corners,Los Angeles. CA 90014 (Downtown area)•Remote,Comfort working with data systems and learning new data systems. Comfort working with data systems and learning new data systems.
Senior Analyst - ProductData Insights,Experian,Costa Mesa. CA 92627,Squash data silos by instrumenting (with engineering) data ingestion into our data lake. And you’ll be joining a group with diverse skills in data science.
Business Operations Reporting Analyst,Stanford Health Care,Palo Alto. CA 94305,Analyzes quantitative and qualitative data as necessary throughout the course of the project. including the development of data collection strategies.
Senior Data Analyst - Healthline,Red Ventures,California•Remote,At least 5 years of experience in a highly-analytical role. where you help solve problems and improve business outcomes using data and analysis; experience in
Business Analyst I,Insight Global,San Ramon. CA 94583,Advanced Excel skills and experience working with large data sets. Asset Failure Data Manipulation Investigate asset failure via field reports and collect
Data Analyst. Unannounced Project (Mobile),Blizzard Entertainment,Irvine. CA 92618•Temporarily Remote,Demonstrated experience with some or all of the following: data modeling. statistics. experimental design. predictive modeling. data engineering. or workflow
(USA) Staff Data Analyst,Walmart,Sunnyvale. CA 94087,Option 3: 5 years' experience in data analysis. data science. statistics. or related field. Ensure accuracy of data capture strategy.
ITSM Junior Analyst - Navy SMIT,CDW,Los Angeles. CA 90001+7 locations,3 to 5 years of work experience in an analytical position. 3 years experience leveraging ITSM tools to identify and document business needs and specifications
Application Support Analyst 1,BlackLine,Woodland Hills. CA 91367,Analyze data in support of proposed projects. business cases. and system requirements. Coordinate with customer to determine functional requirements and
Database Analyst  SQL,Kforce,Agoura Hills. CA 91301•Remote,To do well in this role. you need a very fine eye for detail. experience as a data analyst. and deep understanding of the popular data analysis tools and
Research Analyst,Rancho Santiago Community College District,Santa Ana. CA 92706,Good Knowledge of: Statistics. data processing software; data collection instrument development; community college programs.
Human Resources Data Analyst,Romeo Power,Los Angeles. CA,5+ years of experience in data analytics. Conduct research. quantitative analysis. data modeling. data mining. and the presentation of data to see beyond the
Senior Environmental Sustainability Data Analyst,Tesla,Fremont. CA,Collaborate with Tesla BI and data engineering teams to identify opportunities to improve and automate data collection processes and connect to data sources to
Salesforce Data Management and Reporting Analyst,Eden Housing. Inc.,Hayward. CA 94541 (Burbank area),Lead data migration activities of data into the primary data repository. includes performing ETL as applicable. Familiarity with APEX coding language.
Risk Data Analyst,Facebook,Sunnyvale. CA 94089 (Lakewood area),2+ years experience in investigative. data analysis. or technical systems work. Use data and internal tools to identify and investigate potential risk areas and
FP&A Analyst,Roblox,San Mateo. CA,Advanced skills for using Excel to analyze data and create financial and operational models plus PowerPoint to communicate analysis effectively.
Public Safety Business Analyst,California State University,San Luis Obispo. CA,Strong working knowledge of information systems. reporting software. and multiple complex database practices. including an understanding of system tables. data
Business Analyst : 21-04958,Akraya Inc.,San Bruno. CA 94066+1 location,Our team endeavors to improve site performance with actionable data backed insights. Management consulting background is a plus (with project work focused on
Business Intelligence Analyst,Talentry,San Ramon. CA•Remote,Provide support for data extracts as required. Cross-train other business analysts and project team members. Ability to retrieve and report data using BI tools
IT Systems Analyst (Business Intelligence),California Department of Managed Health Care,Sacramento. CA 95814 (Downtown area)•Temporarily Remote,This includes developing requirements and design documentation. use cases and test cases that define complex and advanced data projects supporting
Site OptimizationWeb Analyst,Shutterfly,Redwood City. CA 94065 (Westport area),Proven analytical skills demonstrated by the ability to collect and analyze data. and make recommendations based on that analysis. The skills you'll bring.
Business Analyst,Vanir Construction Management. Inc.,Los Angeles. CA 90017 (Downtown area),Analyze campus WSCH distributions to accurately reflect data from the previous fall semester and revise data if necessary.
Technical Sr Data Analyst,Ursus,Rancho Cordova. CA 95670•Remote,Works independently to improve data quality. data collection and analysis processes; develops data modeling methodologies and report design to meet diverse and
Data Analyst,Insight Global,San Francisco. CA,Build automated data quality check using combination of advanced SQL and Tableau. to ensure that data refreshes meet quality thresholds.
Senior Data Analyst - Analytics. Tableau. RedShift - REMOTE,CyberCoders,San Francisco. CA 94107 (South Of Market area)•Remote,You will be responsible for building SQL Queries as well as synthesizing data and working collaboratively in a team environment!
Entry Level Healthcare IT Analyst,Optimum Healthcare IT,United States,The Data Analyst will combine clinical knowledge. data and information retrieval skills to actively address client's need for business and clinical insights
AMP Discovery Fraud & Moderation Business Analyst - Cupertin...,Apple,Santa Clara Valley. CA 95014,Suggest scalable solutions by use of data. Analytical and capable of telling stories using data. 4+ years of professional experience in fraud investigationdata
Business System Analyst,Latitude 36 Foods. LLC,Corona. CA,Analyze data and develop solutions. Ensure efficiency of reporting and data tools for supported business area use. Bachelor's Degree in a related field.
Sales Data Analyst,TEKBERRY,Sunnyvale. CA,Bachelors in BusinessEconomicsInformation Technology (concentration in Business Analytics a plus) 3-5 years of experience in a similar business environment e
Data Analyst (Customer Events) (JO-2108-128324),Ultimate Staffing Services,Santa Clara. CA 95050•Remote,Structure complex problems. develop hypotheses. conduct analyses and suggest recommendations through a data driven process.
Business Data Analyst (SIOP),Collins Aerospace,Chula Vista. CA 91911,Ability to analyze large sets of data with attention to detail. Experience with Tableau or any other data visualization tool. Must be a U.S. Citizen.
